Voltage (V),Current (A)
-3.8799999999995762,-5.972663e-07
-3.8899999999995742,-5.990361e-07
-3.899999999999576,-6.003765e-07
-3.9099999999995774,-6.024943e-07
-3.9199999999995754,-6.041364e-07
-3.9299999999995734,-6.061159e-07
-3.939999999999575,-6.103014e-07
-3.9499999999995765,-6.143932e-07
-3.9599999999995745,-6.169746e-07
-3.9699999999995725,-6.189974e-07
-3.979999999999574,-6.204531e-07
-3.9899999999995757,-6.222827e-07
-3.9999999999995737,-6.241069e-07
-4.009999999999572,-6.260111e-07
-4.019999999999573,-6.273666e-07
-4.029999999999575,-6.292528e-07
-4.039999999999573,-6.312042e-07
-4.049999999999571,-6.330356e-07
-4.059999999999572,-6.367419e-07
-4.069999999999574,-6.393228e-07
-4.079999999999572,-6.410007e-07
-4.08999999999957,-6.434148e-07
-4.0999999999995715,-6.465553e-07
-4.109999999999573,-6.499664e-07
-4.119999999999571,-6.53883e-07
-4.129999999999569,-6.56798e-07
-4.139999999999571,-6.585367e-07
-4.149999999999572,-6.613353e-07
-4.15999999999957,-6.63438e-07
-4.169999999999568,-6.648015e-07
-4.17999999999957,-6.667117e-07
-4.189999999999571,-6.691062e-07
-4.199999999999569,-6.721291e-07
-4.209999999999567,-6.749235e-07
-4.219999999999569,-6.775759e-07
-4.2299999999995705,-6.794176e-07
-4.239999999999569,-6.806302e-07
-4.249999999999567,-6.818618e-07
-4.259999999999568,-6.84373e-07
-4.26999999999957,-6.855162e-07
-4.279999999999568,-6.893538e-07
-4.289999999999566,-6.897271e-07
-4.299999999999567,-6.925938e-07
-4.309999999999569,-6.947121e-07
-4.319999999999567,-6.987899e-07
-4.329999999999565,-7.03651e-07
-4.339999999999566,-7.075906e-07
-4.349999999999568,-7.106976e-07
-4.359999999999566,-7.146017e-07
-4.369999999999564,-7.170967e-07
-4.379999999999566,-7.19308e-07
-4.389999999999567,-7.223229e-07
-4.399999999999565,-7.250254e-07
-4.409999999999563,-7.261577e-07
-4.419999999999565,-7.276257e-07
-4.429999999999566,-7.295521e-07
-4.439999999999564,-7.316652e-07
-4.449999999999562,-7.347265e-07
-4.459999999999564,-7.362583e-07
-4.469999999999565,-7.388284e-07
-4.479999999999563,-7.403553e-07
-4.4899999999995615,-7.42841e-07
-4.499999999999563,-7.44853e-07
-4.509999999999565,-7.465483e-07
-4.519999999999563,-7.494927e-07
-4.529999999999561,-7.515211e-07
-4.539999999999562,-7.537423e-07
-4.549999999999564,-7.534999e-07
-4.559999999999562,-7.565803e-07
-4.56999999999956,-7.59203e-07
-4.579999999999561,-7.642708e-07
-4.589999999999563,-7.668893e-07
-4.599999999999561,-7.695056e-07
-4.609999999999559,-7.726257e-07
-4.6199999999995605,-7.745386e-07
-4.629999999999562,-7.768174e-07
-4.63999999999956,-7.786921e-07
-4.649999999999558,-7.814139e-07
-4.65999999999956,-7.834773e-07
-4.669999999999561,-7.835397e-07
-4.679999999999559,-7.844786e-07
-4.689999999999557,-7.866809e-07
-4.699999999999559,-7.866607e-07
-4.70999999999956,-7.88225e-07
-4.719999999999558,-7.894147e-07
-4.729999999999556,-7.920133e-07
-4.739999999999558,-7.939144e-07
-4.7499999999995595,-7.952457e-07
-4.7599999999995575,-7.973137e-07
-4.7699999999995555,-8.000058e-07
-4.779999999999557,-8.01948e-07
-4.789999999999559,-8.026557e-07
-4.799999999999557,-8.045212e-07
-4.809999999999555,-8.054355e-07
-4.819999999999556,-8.071745e-07
-4.829999999999558,-8.075738e-07
-4.839999999999556,-8.093461e-07
-4.849999999999554,-8.106367e-07
-4.859999999999555,-8.133344e-07
-4.869999999999557,-8.152294e-07
-4.879999999999555,-8.170986e-07
-4.889999999999553,-8.181032e-07
-4.8999999999995545,-8.189831e-07
-4.909999999999556,-8.192202e-07
-4.919999999999554,-8.210428e-07
-4.929999999999552,-8.229492e-07
-4.939999999999554,-8.249509e-07
-4.949999999999555,-8.270858e-07
-4.959999999999553,-8.285385e-07
-4.969999999999551,-8.304408e-07
-4.979999999999553,-8.317861e-07
-4.989999999999554,-8.334361e-07
-4.999999999999552,-8.340161e-07
-5.00999999999955,-8.351653e-07
-5.019999999999552,-8.365556e-07
-5.0299999999995535,-8.405306e-07
-5.0399999999995515,-8.418606e-07
-5.0499999999995495,-8.435895e-07
-5.059999999999551,-8.495871e-07
-5.069999999999553,-8.538544e-07
-5.079999999999551,-8.617154e-07
-5.089999999999549,-8.621995e-07
-5.09999999999955,-8.608824e-07
-5.109999999999552,-8.60734e-07
-5.11999999999955,-8.623343e-07
-5.129999999999548,-8.606297e-07
-5.139999999999549,-8.61738e-07
-5.149999999999551,-8.630712e-07
-5.159999999999549,-8.63217e-07
-5.169999999999547,-8.650299e-07
-5.1799999999995485,-8.656059e-07
-5.18999999999955,-8.670431e-07
-5.199999999999548,-8.687732e-07
-5.209999999999546,-8.687526e-07
-5.219999999999548,-8.70351e-07
-5.229999999999549,-8.711905e-07
-5.239999999999547,-8.722993e-07
-5.249999999999545,-8.781718e-07
-5.259999999999547,-8.74644e-07
-5.269999999999548,-8.761989e-07
-5.279999999999546,-8.777147e-07
-5.289999999999544,-8.792713e-07
-5.299999999999546,-8.834817e-07
-5.3099999999995475,-8.827445e-07
-5.3199999999995455,-8.899332e-07
-5.3299999999995435,-8.866731e-07
-5.339999999999545,-8.891805e-07
-5.349999999999547,-8.924877e-07
-5.359999999999545,-8.946895e-07
-5.369999999999543,-8.959939e-07
-5.379999999999544,-8.934196e-07
-5.389999999999546,-8.960959e-07
-5.399999999999544,-8.99255e-07
-5.409999999999542,-9.018905e-07
-5.419999999999543,-9.058846e-07
-5.429999999999545,-9.050685e-07
-5.439999999999543,-9.104689e-07
-5.449999999999541,-9.103302e-07
-5.4599999999995426,-9.109685e-07
-5.469999999999544,-9.210561e-07
-5.479999999999542,-9.103416e-07
-5.48999999999954,-9.25979e-07
-5.499999999999542,-9.186449e-07
-5.509999999999543,-9.325708e-07
-5.519999999999541,-9.195613e-07
-5.529999999999539,-9.422454e-07
-5.539999999999541,-9.304882e-07
-5.549999999999542,-9.347559e-07
-5.55999999999954,-9.535005e-07
-5.569999999999538,-9.361078e-07
-5.57999999999954,-9.590088e-07
-5.589999999999542,-9.386357e-07
-5.59999999999954,-9.622261e-07
-5.609999999999538,-9.411014e-07
-5.619999999999539,-9.474558e-07
-5.629999999999541,-9.727336e-07
-5.639999999999539,-9.468366e-07
-5.649999999999537,-9.753201e-07
-5.659999999999538,-9.495075e-07
-5.66999999999954,-9.831032e-07
-5.679999999999538,-9.539802e-07
-5.689999999999536,-9.882241e-07
-5.699999999999537,-9.982012e-07
-5.709999999999539,-1.001424e-06
-5.719999999999537,-1.000945e-06
-5.729999999999535,-1.003231e-06
-5.739999999999537,-1.006025e-06
-5.749999999999538,-1.007563e-06
-5.759999999999536,-1.006974e-06
-5.769999999999534,-1.008081e-06
-5.779999999999536,-1.008903e-06
-5.789999999999537,-1.0088e-06
-5.799999999999535,-1.011659e-06
-5.809999999999533,-1.012537e-06
-5.819999999999535,-1.0127e-06
-5.829999999999536,-1.015249e-06
-5.8399999999995345,-1.016376e-06
-5.8499999999995325,-1.017258e-06
-5.859999999999534,-1.018896e-06
-5.869999999999536,-1.022325e-06
-5.879999999999534,-1.02604e-06
-5.889999999999532,-1.029022e-06
-5.899999999999533,-1.029758e-06
-5.909999999999535,-1.030691e-06
-5.919999999999533,-1.03145e-06
-5.929999999999531,-1.034005e-06
-5.939999999999532,-1.037185e-06
-5.949999999999534,-1.03936e-06
-5.959999999999532,-1.041247e-06
-5.96999999999953,-1.044198e-06
-5.9799999999995315,-1.045841e-06
-5.989999999999533,-1.048359e-06
-5.999999999999531,-1.051354e-06
-6.009999999999529,-1.05523e-06
-6.019999999999531,-1.057893e-06
-6.029999999999532,-1.060375e-06
-6.03999999999953,-1.062033e-06
-6.049999999999528,-1.062817e-06
-6.05999999999953,-1.065075e-06
-6.069999999999531,-1.068275e-06
-6.079999999999529,-1.070234e-06
-6.089999999999527,-1.072159e-06
-6.099999999999529,-1.073704e-06
-6.1099999999995305,-1.075375e-06
-6.1199999999995285,-1.076652e-06
-6.1299999999995265,-1.078335e-06
-6.139999999999528,-1.080244e-06
-6.14999999999953,-1.083291e-06
-6.159999999999528,-1.085392e-06
-6.169999999999526,-1.085711e-06
-6.179999999999527,-1.086608e-06
-6.189999999999529,-1.090832e-06
-6.199999999999527,-1.091734e-06
-6.209999999999525,-1.095595e-06
-6.219999999999526,-1.097893e-06
-6.229999999999528,-1.099382e-06
-6.239999999999526,-1.100672e-06
-6.249999999999524,-1.103965e-06
-6.2599999999995255,-1.105739e-06
-6.269999999999527,-1.10643e-06
-6.279999999999525,-1.108381e-06
-6.289999999999523,-1.109188e-06
-6.299999999999525,-1.110208e-06
-6.309999999999526,-1.114215e-06
-6.319999999999524,-1.11579e-06
-6.329999999999522,-1.121191e-06
-6.339999999999524,-1.122477e-06
-6.349999999999525,-1.125879e-06
-6.359999999999523,-1.128418e-06
-6.369999999999521,-1.1295e-06
-6.379999999999523,-1.131088e-06
-6.3899999999995245,-1.133851e-06
-6.3999999999995225,-1.136368e-06
-6.4099999999995205,-1.136793e-06
-6.419999999999522,-1.138974e-06
-6.429999999999524,-1.140507e-06
-6.439999999999522,-1.142067e-06
-6.44999999999952,-1.145236e-06
-6.459999999999521,-1.14972e-06
-6.469999999999523,-1.148534e-06
-6.479999999999521,-1.153492e-06
-6.489999999999519,-1.156799e-06
-6.49999999999952,-1.156422e-06
-6.509999999999522,-1.15998e-06
-6.51999999999952,-1.162139e-06
-6.529999999999518,-1.162174e-06
-6.5399999999995195,-1.181852e-06
-6.549999999999521,-1.185561e-06
-6.559999999999519,-1.185365e-06
-6.569999999999517,-1.185826e-06
-6.579999999999519,-1.185855e-06
-6.58999999999952,-1.185096e-06
-6.599999999999518,-1.189342e-06
-6.609999999999516,-1.190499e-06
-6.619999999999518,-1.192433e-06
-6.629999999999519,-1.194419e-06
-6.639999999999517,-1.195433e-06
-6.649999999999515,-1.197344e-06
-6.659999999999517,-1.200867e-06
-6.6699999999995185,-1.202013e-06
-6.6799999999995165,-1.204415e-06
-6.689999999999515,-1.204333e-06
-6.699999999999516,-1.207874e-06
-6.709999999999518,-1.211348e-06
-6.719999999999516,-1.216769e-06
-6.729999999999514,-1.218024e-06
-6.739999999999515,-1.220554e-06
-6.749999999999517,-1.226026e-06
-6.759999999999515,-1.228538e-06
-6.769999999999513,-1.231772e-06
-6.779999999999514,-1.23388e-06
-6.789999999999516,-1.235261e-06
-6.799999999999514,-1.239011e-06
-6.809999999999512,-1.243679e-06
-6.819999999999514,-1.245872e-06
-6.829999999999515,-1.2493e-06
-6.839999999999513,-1.251641e-06
-6.849999999999511,-1.254901e-06
-6.859999999999513,-1.257971e-06
-6.869999999999514,-1.260184e-06
-6.879999999999512,-1.262172e-06
-6.88999999999951,-1.263018e-06
-6.899999999999512,-1.266849e-06
-6.909999999999513,-1.269447e-06
-6.919999999999511,-1.271723e-06
-6.929999999999509,-1.273893e-06
-6.939999999999511,-1.276854e-06
-6.949999999999513,-1.278856e-06
-6.959999999999511,-1.283203e-06
-6.969999999999509,-1.282887e-06
-6.97999999999951,-1.286693e-06
-6.989999999999512,-1.289169e-06
-6.99999999999951,-1.292116e-06
-7.009999999999508,-1.295555e-06
-7.019999999999509,-1.299756e-06
-7.029999999999511,-1.301192e-06
-7.039999999999509,-1.304745e-06
-7.049999999999507,-1.305337e-06
-7.0599999999995084,-1.307925e-06
-7.06999999999951,-1.311431e-06
-7.079999999999508,-1.313956e-06
-7.089999999999506,-1.318716e-06
-7.099999999999508,-1.321198e-06
-7.109999999999509,-1.325347e-06
-7.119999999999507,-1.329213e-06
-7.129999999999505,-1.331787e-06
-7.139999999999507,-1.334152e-06
-7.149999999999508,-1.33744e-06
-7.159999999999506,-1.340067e-06
-7.169999999999504,-1.343167e-06
-7.179999999999506,-1.344952e-06
-7.1899999999995075,-1.346842e-06
-7.1999999999995055,-1.348672e-06
-7.2099999999995035,-1.351445e-06
-7.219999999999505,-1.356028e-06
-7.229999999999507,-1.358641e-06
-7.239999999999505,-1.35938e-06
-7.249999999999503,-1.357705e-06
-7.259999999999504,-1.362888e-06
-7.269999999999506,-1.368968e-06
-7.279999999999504,-1.376494e-06
-7.289999999999502,-1.384257e-06
-7.299999999999503,-1.39958e-06
-7.309999999999505,-1.402273e-06
-7.319999999999503,-1.40861e-06
-7.329999999999501,-1.412126e-06
-7.3399999999995025,-1.41368e-06
-7.349999999999504,-1.41672e-06
-7.359999999999502,-1.418269e-06
-7.3699999999995,-1.426124e-06
-7.379999999999502,-1.4383e-06
-7.389999999999503,-1.453636e-06
-7.399999999999501,-1.461856e-06
-7.409999999999499,-1.467625e-06
-7.419999999999501,-1.4692e-06
-7.429999999999502,-1.473912e-06
-7.4399999999995,-1.478283e-06
-7.449999999999498,-1.48116e-06
-7.4599999999995,-1.485547e-06
-7.4699999999995015,-1.48508e-06
-7.4799999999994995,-1.49364e-06
-7.4899999999994975,-1.50035e-06
-7.499999999999499,-1.50323e-06
-7.509999999999501,-1.509506e-06
-7.519999999999499,-1.514853e-06
-7.529999999999497,-1.521806e-06
-7.539999999999498,-1.525411e-06
-7.5499999999995,-1.531984e-06
-7.559999999999498,-1.53637e-06
-7.569999999999496,-1.539395e-06
-7.579999999999497,-1.544707e-06
-7.589999999999499,-1.546716e-06
-7.599999999999497,-1.549442e-06
-7.609999999999495,-1.552998e-06
-7.6199999999994965,-1.555914e-06
-7.629999999999498,-1.56135e-06
-7.639999999999496,-1.567681e-06
-7.649999999999494,-1.572988e-06
-7.659999999999496,-1.574942e-06
-7.669999999999497,-1.57843e-06
-7.679999999999495,-1.582338e-06
-7.689999999999493,-1.585571e-06
-7.699999999999495,-1.589884e-06
-7.709999999999496,-1.593399e-06
-7.719999999999494,-1.598333e-06
-7.729999999999492,-1.602229e-06
-7.739999999999494,-1.606708e-06
-7.7499999999994955,-1.610748e-06
-7.7599999999994935,-1.613954e-06
-7.7699999999994915,-1.61643e-06
-7.779999999999493,-1.620194e-06
-7.789999999999495,-1.627506e-06
-7.799999999999493,-1.660321e-06
-7.809999999999491,-1.664816e-06
-7.819999999999492,-1.669142e-06
-7.829999999999494,-1.675888e-06
-7.839999999999492,-1.680771e-06
-7.84999999999949,-1.689688e-06
-7.859999999999491,-1.696709e-06
-7.869999999999493,-1.698562e-06
-7.879999999999491,-1.707678e-06
-7.889999999999489,-1.711233e-06
-7.8999999999994905,-1.714998e-06
-7.909999999999492,-1.725399e-06
-7.91999999999949,-1.725514e-06
-7.929999999999488,-1.731599e-06
-7.93999999999949,-1.730547e-06
-7.949999999999491,-1.73434e-06
-7.959999999999489,-1.74022e-06
-7.969999999999487,-1.74697e-06
-7.979999999999489,-1.751471e-06
-7.98999999999949,-1.758588e-06
-7.999999999999488,-1.76544e-06
-8.009999999999486,-1.772531e-06
-8.019999999999488,-1.779998e-06
-8.02999999999949,-1.787877e-06
-8.039999999999488,-1.789639e-06
-8.049999999999486,-1.793305e-06
-8.059999999999487,-1.797304e-06
-8.069999999999489,-1.799004e-06
-8.079999999999487,-1.803354e-06
-8.089999999999485,-1.810143e-06
-8.099999999999486,-1.812751e-06
-8.109999999999488,-1.816337e-06
-8.119999999999486,-1.818695e-06
-8.129999999999484,-1.821982e-06
-8.139999999999485,-1.82659e-06
-8.149999999999487,-1.828913e-06
-8.159999999999485,-1.837959e-06
-8.169999999999483,-1.844588e-06
-8.179999999999485,-1.84941e-06
-8.189999999999486,-1.852127e-06
-8.199999999999484,-1.857542e-06
-8.209999999999482,-1.860934e-06
-8.219999999999484,-1.863878e-06
-8.229999999999485,-1.866336e-06
-8.239999999999483,-1.868034e-06
-8.249999999999481,-1.872624e-06
-8.259999999999483,-1.876087e-06
-8.269999999999484,-1.878026e-06
-8.279999999999482,-1.880464e-06
-8.28999999999948,-1.880081e-06
-8.299999999999482,-1.884832e-06
-8.309999999999484,-1.89099e-06
-8.319999999999482,-1.895883e-06
-8.32999999999948,-1.898009e-06
-8.339999999999481,-1.902833e-06
-8.349999999999483,-1.906868e-06
-8.35999999999948,-1.909499e-06
-8.369999999999479,-1.912293e-06
-8.37999999999948,-1.915638e-06
-8.389999999999482,-1.917647e-06
-8.39999999999948,-1.921022e-06
-8.409999999999478,-1.924146e-06
-8.41999999999948,-1.928802e-06
-8.429999999999481,-1.93412e-06
-8.439999999999479,-1.93548e-06
-8.449999999999477,-1.937483e-06
-8.459999999999479,-1.940565e-06
-8.46999999999948,-1.943905e-06
-8.479999999999478,-1.945953e-06
-8.489999999999476,-1.946946e-06
-8.499999999999478,-1.950674e-06
-8.50999999999948,-1.95386e-06
-8.519999999999477,-1.955769e-06
-8.529999999999475,-1.956883e-06
-8.539999999999477,-1.957333e-06
-8.549999999999478,-1.96402e-06
-8.559999999999476,-1.965017e-06
-8.569999999999474,-1.966138e-06
-8.579999999999476,-1.970281e-06
-8.589999999999478,-1.973065e-06
-8.599999999999476,-1.975065e-06
-8.609999999999474,-1.976365e-06
-8.619999999999475,-1.977741e-06
-8.629999999999477,-1.979857e-06
-8.639999999999475,-1.982581e-06
-8.649999999999473,-1.98518e-06
-8.659999999999474,-1.986988e-06
-8.669999999999476,-1.989274e-06
-8.679999999999474,-1.990777e-06
-8.689999999999472,-1.994376e-06
-8.699999999999473,-1.997125e-06
-8.709999999999475,-1.99849e-06
-8.719999999999473,-2.014232e-06
-8.729999999999471,-2.008771e-06
-8.739999999999473,-2.007014e-06
-8.749999999999474,-2.009158e-06
-8.759999999999472,-2.013647e-06
-8.76999999999947,-2.016325e-06
-8.779999999999472,-2.016986e-06
-8.789999999999473,-2.01982e-06
-8.799999999999471,-2.018985e-06
-8.80999999999947,-2.024947e-06
-8.819999999999471,-2.027617e-06
-8.829999999999472,-2.030862e-06
-8.83999999999947,-2.032408e-06
-8.849999999999469,-2.035206e-06
-8.85999999999947,-2.038674e-06
-8.869999999999472,-2.040624e-06
-8.87999999999947,-2.04227e-06
-8.889999999999468,-2.043528e-06
-8.89999999999947,-2.047527e-06
-8.90999999999947,-2.048309e-06
-8.919999999999469,-2.049411e-06
-8.929999999999467,-2.053024e-06
-8.939999999999468,-2.053565e-06
-8.94999999999947,-2.054257e-06
-8.959999999999468,-2.058751e-06
-8.969999999999466,-2.059516e-06
-8.979999999999468,-2.060922e-06
-8.989999999999469,-2.063304e-06
-8.999999999999467,-2.067394e-06
-9.009999999999465,-2.068866e-06
-9.019999999999467,-2.072291e-06
-9.029999999999468,-2.075851e-06
-9.039999999999466,-2.077707e-06
-9.049999999999464,-2.077549e-06
-9.059999999999466,-2.077986e-06
-9.069999999999467,-2.078382e-06
-9.079999999999465,-2.076219e-06
-9.089999999999463,-2.080409e-06
-9.099999999999465,-2.081991e-06
-9.109999999999467,-2.082677e-06
-9.119999999999465,-2.084933e-06
-9.129999999999463,-2.085303e-06
-9.139999999999464,-2.08575e-06
-9.149999999999466,-2.087336e-06
-9.159999999999464,-2.088064e-06
-9.169999999999462,-2.0935e-06
-9.179999999999463,-2.09423e-06
-9.189999999999465,-2.096818e-06
-9.199999999999463,-2.097481e-06
-9.20999999999946,-2.095902e-06
-9.219999999999462,-2.099958e-06
-9.229999999999464,-2.101737e-06
-9.239999999999462,-2.100933e-06
-9.24999999999946,-2.103965e-06
-9.259999999999462,-2.106292e-06
-9.269999999999463,-2.105689e-06
-9.279999999999461,-2.110191e-06
-9.28999999999946,-2.112301e-06
-9.29999999999946,-2.113363e-06
-9.309999999999462,-2.119964e-06
-9.31999999999946,-2.123714e-06
-9.329999999999458,-2.1245e-06
-9.33999999999946,-2.126351e-06
-9.349999999999461,-2.130385e-06
-9.35999999999946,-2.130221e-06
-9.369999999999457,-2.130123e-06
-9.379999999999459,-2.13298e-06
-9.38999999999946,-2.135063e-06
-9.399999999999459,-2.139082e-06
-9.409999999999457,-2.140934e-06
-9.419999999999458,-2.138131e-06
-9.42999999999946,-2.14266e-06
-9.439999999999458,-2.143714e-06
-9.449999999999456,-2.14203e-06
-9.459999999999457,-2.141565e-06
-9.469999999999459,-2.144164e-06
-9.479999999999457,-2.142721e-06
-9.489999999999455,-2.14288e-06
-9.499999999999456,-2.143128e-06
-9.509999999999458,-2.145098e-06
-9.519999999999456,-2.142922e-06
-9.529999999999454,-2.145788e-06
-9.539999999999456,-2.143885e-06
-9.549999999999457,-2.143885e-06
-9.559999999999455,-2.142393e-06
-9.569999999999453,-2.14243e-06
-9.579999999999455,-2.147219e-06
-9.589999999999456,-2.14805e-06
-9.599999999999454,-2.146948e-06
-9.609999999999452,-2.149473e-06
-9.619999999999454,-2.150289e-06
-9.629999999999455,-2.152572e-06
-9.639999999999453,-2.153502e-06
-9.649999999999451,-2.154597e-06
-9.659999999999453,-2.154927e-06
-9.669999999999455,-2.155704e-06
-9.679999999999453,-2.155101e-06
-9.68999999999945,-2.153873e-06
-9.699999999999452,-2.156945e-06
-9.709999999999454,-2.160181e-06
-9.719999999999452,-2.16347e-06
-9.72999999999945,-2.166457e-06
-9.739999999999451,-2.168654e-06
-9.749999999999453,-2.170673e-06
-9.759999999999451,-2.172533e-06
-9.769999999999449,-2.17381e-06
-9.77999999999945,-2.179262e-06
-9.789999999999452,-2.181161e-06
-9.79999999999945,-2.180333e-06
-9.809999999999448,-2.18116e-06
-9.81999999999945,-2.189915e-06
-9.829999999999451,-2.193107e-06
-9.83999999999945,-2.190263e-06
-9.849999999999447,-2.192314e-06
-9.859999999999449,-2.193349e-06
-9.86999999999945,-2.194025e-06
-9.879999999999448,-2.190636e-06
-9.889999999999446,-2.191385e-06
-9.899999999999448,-2.195171e-06
-9.90999999999945,-2.188089e-06
-9.919999999999447,-2.200212e-06
-9.929999999999445,-2.20201e-06
-9.939999999999447,-2.201364e-06
-9.949999999999449,-2.200662e-06
-9.959999999999447,-2.198253e-06
-9.969999999999445,-2.200334e-06
-9.979999999999446,-2.205219e-06
-9.989999999999448,-2.206403e-06
-9.999999999999446,-2.207676e-06
-10.009999999999444,-2.209502e-06
-10.019999999999445,-2.210672e-06
-10.029999999999447,-2.211744e-06
-10.039999999999445,-2.210306e-06
-10.049999999999443,-2.210416e-06
-10.059999999999444,-2.210237e-06
-10.069999999999446,-2.210262e-06
-10.079999999999444,-2.21043e-06
-10.089999999999442,-2.210271e-06
-10.099999999999444,-2.212979e-06
-10.109999999999445,-2.211639e-06
-10.119999999999443,-2.210951e-06
-10.129999999999441,-2.212551e-06
-10.139999999999443,-2.218522e-06
-10.149999999999444,-2.216595e-06
-10.159999999999442,-2.221415e-06
-10.16999999999944,-2.220911e-06
-10.179999999999442,-2.222803e-06
-10.189999999999444,-2.227716e-06
-10.199999999999442,-2.229404e-06
-10.20999999999944,-2.233129e-06
-10.219999999999441,-2.234934e-06
-10.229999999999443,-2.235121e-06
-10.23999999999944,-2.236568e-06
-10.249999999999439,-2.240058e-06
-10.25999999999944,-2.241828e-06
-10.269999999999442,-2.239863e-06
-10.27999999999944,-2.243998e-06
-10.289999999999438,-2.24629e-06
-10.29999999999944,-2.24707e-06
-10.309999999999441,-2.245366e-06
-10.319999999999439,-2.249114e-06
-10.329999999999437,-2.246697e-06
-10.339999999999439,-2.244474e-06
-10.34999999999944,-2.243635e-06
-10.359999999999438,-2.242469e-06
-10.369999999999436,-2.243058e-06
-10.379999999999438,-2.244725e-06
-10.38999999999944,-2.24348e-06
-10.399999999999437,-2.244532e-06
-10.409999999999435,-2.247351e-06
-10.419999999999437,-2.2479e-06
-10.429999999999438,-2.250149e-06
-10.439999999999436,-2.248565e-06
-10.449999999999434,-2.24416e-06
-10.459999999999436,-2.247709e-06
-10.469999999999438,-2.246905e-06
-10.479999999999436,-2.250803e-06
-10.489999999999434,-2.253939e-06
-10.499999999999435,-2.255695e-06
-10.509999999999437,-2.257447e-06
-10.519999999999435,-2.255179e-06
-10.529999999999433,-2.237584e-06
-10.539999999999434,-2.218748e-06
-10.549999999999436,-2.200631e-06
-10.559999999999434,-2.175772e-06
-10.569999999999432,-2.15841e-06
-10.579999999999433,-2.130127e-06
-10.589999999999435,-2.108116e-06
-10.599999999999433,-2.086807e-06
-10.609999999999431,-2.070509e-06
-10.619999999999433,-2.05191e-06
-10.629999999999434,-2.022793e-06
-10.639999999999432,-2.005123e-06
-10.64999999999943,-2.061444e-06
-10.659999999999432,-2.07664e-06
-10.669999999999433,-2.084561e-06
-10.679999999999431,-2.101356e-06
-10.68999999999943,-2.10288e-06
-10.69999999999943,-2.110364e-06
-10.709999999999432,-2.10725e-06
-10.71999999999943,-2.103451e-06
-10.729999999999428,-2.10631e-06
-10.73999999999943,-2.107453e-06
-10.749999999999432,-2.11508e-06
-10.75999999999943,-2.126299e-06
-10.769999999999428,-2.134758e-06
-10.77999999999943,-2.140672e-06
-10.78999999999943,-2.148411e-06
-10.799999999999429,-2.152392e-06
-10.809999999999427,-2.146312e-06
-10.819999999999428,-2.144804e-06
-10.82999999999943,-2.144051e-06
-10.839999999999428,-2.151857e-06
-10.849999999999426,-2.1559e-06
-10.859999999999427,-2.153596e-06
-10.869999999999429,-2.155617e-06
-10.879999999999427,-2.157306e-06
-10.889999999999425,-2.159092e-06
-10.899999999999427,-2.160311e-06
-10.909999999999428,-2.157129e-06
-10.919999999999426,-2.158146e-06
-10.929999999999424,-2.154518e-06
-10.939999999999426,-2.15293e-06
-10.949999999999427,-2.152761e-06
-10.959999999999425,-2.151156e-06
-10.969999999999423,-2.152826e-06
-10.979999999999425,-2.147595e-06
-10.989999999999426,-2.148844e-06
-10.999999999999424,-2.150579e-06
-11.009999999999422,-2.158418e-06
-11.019999999999424,-2.164545e-06
-11.029999999999426,-2.169087e-06
-11.039999999999424,-2.177462e-06
-11.049999999999422,-2.172075e-06
-11.059999999999423,-2.164489e-06
-11.069999999999425,-2.15695e-06
-11.079999999999423,-2.162191e-06
-11.08999999999942,-2.162571e-06
-11.099999999999422,-2.165862e-06
-11.109999999999424,-2.164276e-06
-11.119999999999422,-2.158884e-06
-11.12999999999942,-2.16075e-06
-11.139999999999421,-2.157701e-06
-11.149999999999423,-2.163367e-06
-11.159999999999421,-2.167132e-06
-11.169999999999419,-2.165013e-06
-11.17999999999942,-2.162565e-06
-11.189999999999422,-2.156979e-06
-11.19999999999942,-2.154214e-06
-11.209999999999418,-2.153266e-06
-11.21999999999942,-2.155774e-06
-11.229999999999421,-2.159526e-06
-11.23999999999942,-2.159854e-06
-11.249999999999417,-2.157363e-06
-11.259999999999419,-2.152901e-06
-11.26999999999942,-2.152515e-06
-11.279999999999418,-2.150777e-06
-11.289999999999417,-2.151496e-06
-11.299999999999418,-2.160201e-06
-11.30999999999942,-2.161611e-06
-11.319999999999418,-2.161891e-06
-11.329999999999416,-2.161008e-06
-11.339999999999417,-2.159966e-06
-11.349999999999419,-2.155025e-06
-11.359999999999417,-2.151696e-06
-11.369999999999415,-2.15114e-06
-11.379999999999416,-2.155309e-06
-11.389999999999418,-2.156115e-06
-11.399999999999416,-2.156978e-06
-11.409999999999414,-2.157917e-06
-11.419999999999416,-2.155939e-06
-11.429999999999417,-2.15692e-06
-11.439999999999415,-2.159124e-06
-11.449999999999413,-2.158701e-06
-11.459999999999415,-2.162315e-06
-11.469999999999416,-2.157476e-06
-11.479999999999414,-2.156046e-06
-11.489999999999412,-2.161534e-06
-11.499999999999414,-2.166594e-06
-11.509999999999415,-2.173243e-06
-11.519999999999413,-2.171041e-06
-11.529999999999411,-2.162406e-06
-11.539999999999413,-2.159825e-06
-11.549999999999415,-2.156779e-06
-11.559999999999413,-2.155998e-06
-11.56999999999941,-2.161004e-06
-11.579999999999412,-2.161581e-06
-11.589999999999414,-2.159338e-06
-11.599999999999412,-2.156022e-06
-11.60999999999941,-2.154841e-06
